customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Is_New_Customer,Total_Extra_Services,Charge_Spike_Ratio,Tenure_Group,Display_Contract,Bill_Shock
1530-ZTDOZ,0,0,1,0,49,0,0,1,0,0,0,1,0,0,40.65,2070.75,0,0,0,0,0,0,0,0,0,2,0.962,4+ Years,Month-to-Month,Stable Bill
1301-LOPVR,1,0,1,1,29,0,0,1,1,1,1,0,1,1,55.35,1636.95,0,0,0,1,0,1,0,0,0,5,0.981,2-4 Years,1-Year,Stable Bill
0853-TWRVK,1,0,1,0,72,1,1,1,1,1,1,0,1,0,105.6,7581.5,0,1,0,0,1,0,0,0,0,5,1.003,4+ Years,2-Year,Stable Bill
8914-RBTSB,1,0,1,0,31,1,1,0,1,1,0,1,0,0,93.8,3019.5,1,1,0,0,0,0,1,0,0,3,0.963,2-4 Years,Month-to-Month,Stable Bill
6212-ATMLK,0,0,0,0,50,1,1,0,0,0,0,1,1,1,95.7,4729.75,0,1,0,0,0,0,1,0,0,2,1.012,4+ Years,Month-to-Month,Stable Bill
8200-LGKSR,1,0,1,0,71,1,1,1,0,1,1,1,1,0,83.2,6126.1,0,0,0,0,1,0,1,0,0,5,0.964,4+ Years,2-Year,Stable Bill
1568-BEKZM,1,1,1,0,70,1,1,1,1,1,1,1,1,0,90.05,6333.4,0,0,0,0,1,1,0,0,0,6,0.995,4+ Years,2-Year,Stable Bill
0670-ANMUU,1,0,0,0,71,1,1,1,0,0,1,0,1,0,97.65,6687.85,0,1,0,1,0,1,0,0,0,3,1.037,4+ Years,1-Year,Stable Bill
6897-RWMUB,1,0,1,1,61,1,0,1,1,1,1,0,0,1,68.05,4158.25,0,0,0,0,1,0,0,0,0,4,0.998,4+ Years,2-Year,Stable Bill
0963-ZBDRN,1,0,0,0,32,1,0,0,0,0,1,1,1,1,96.2,3183.4,1,1,0,0,0,0,1,0,0,3,0.967,2-4 Years,Month-to-Month,Stable Bill
7594-RQHXR,0,0,0,1,1,1,0,0,0,0,0,0,1,1,79.6,79.6,1,1,0,0,0,0,1,0,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
6999-CHVCF,1,0,0,0,68,1,1,1,1,1,0,0,1,1,102.1,7149.35,0,1,0,0,1,0,0,0,0,4,0.971,4+ Years,2-Year,Stable Bill
6134-KWTBV,1,0,0,0,62,1,1,0,0,0,0,0,0,0,23.4,1429.65,0,0,1,0,1,0,0,0,0,0,1.015,4+ Years,2-Year,Stable Bill
1077-HUUJM,0,0,0,1,7,1,0,0,0,0,0,0,0,1,71.05,472.65,0,1,0,0,0,0,1,0,1,0,1.052,0-1 Year,Month-to-Month,Bill Spiked (>5%)
6331-EWIEB,1,0,0,0,20,1,1,0,0,0,0,1,0,1,85.25,1734.5,1,1,0,0,0,0,1,0,0,1,0.983,1-2 Years,Month-to-Month,Stable Bill
0895-LNKRC,1,0,1,1,6,1,0,0,0,0,0,0,0,0,19.45,113.5,0,0,1,1,0,0,0,1,1,0,1.028,0-1 Year,1-Year,Stable Bill
2045-BMBTJ,0,1,0,0,33,0,0,1,1,1,0,1,1,1,59.45,1884.65,0,0,0,0,0,0,0,0,0,5,1.041,2-4 Years,Month-to-Month,Stable Bill
8417-GSODA,1,0,1,1,28,1,1,0,0,0,0,1,1,0,92.2,2568.15,0,1,0,1,0,0,0,0,0,2,1.005,2-4 Years,1-Year,Stable Bill
5171-EPLKN,1,0,0,0,27,1,0,0,0,0,0,0,0,0,19.85,470.0,0,0,1,0,1,1,0,0,0,0,1.14,2-4 Years,2-Year,Bill Spiked (>5%)
4452-QIIEB,1,0,0,0,7,1,0,0,0,0,0,0,0,0,43.9,278.4,0,0,0,0,0,0,0,1,1,0,1.104,0-1 Year,Month-to-Month,Bill Spiked (>5%)
5998-VVEJY,1,0,0,0,26,1,1,0,0,0,1,0,0,1,80.5,2088.8,1,1,0,0,0,0,1,0,0,1,1.002,2-4 Years,Month-to-Month,Stable Bill
1624-NALOJ,1,1,0,0,5,1,1,0,1,0,0,0,1,1,89.8,502.6,1,1,0,0,0,0,1,0,1,2,0.893,0-1 Year,Month-to-Month,Stable Bill
6741-EGCBI,1,1,0,0,30,1,1,1,0,0,0,0,1,1,90.5,2595.85,0,1,0,0,0,1,0,0,0,2,1.046,2-4 Years,Month-to-Month,Stable Bill
7820-ZYGNY,1,0,0,0,63,1,1,0,1,0,0,0,1,0,90.45,5825.5,0,1,0,1,0,1,0,0,0,2,0.978,4+ Years,1-Year,Stable Bill
4317-VTEOA,1,0,0,0,1,1,0,0,1,0,0,0,0,1,50.75,50.75,1,0,0,0,0,0,1,0,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
9677-AVKED,0,0,0,1,53,1,1,0,1,1,1,1,1,1,84.6,4449.75,0,0,0,1,0,0,1,0,0,5,1.008,4+ Years,1-Year,Stable Bill
1670-SVOWZ,0,0,1,1,14,1,0,0,1,0,1,0,1,1,89.65,1208.35,1,1,0,0,0,1,0,0,0,3,1.039,1-2 Years,Month-to-Month,Stable Bill
2227-JRSJX,0,0,0,0,21,1,0,0,1,0,1,1,1,1,99.15,1956.4,0,1,0,0,0,0,0,0,0,4,1.064,1-2 Years,Month-to-Month,Bill Spiked (>5%)
9847-HNVGP,1,0,0,0,17,1,0,0,0,0,0,0,0,0,19.95,310.6,0,0,1,1,0,0,0,1,0,0,1.092,1-2 Years,1-Year,Bill Spiked (>5%)
6696-YDAYZ,1,0,1,1,16,1,0,0,0,0,0,0,0,0,20.5,290.55,0,0,1,0,1,0,0,1,0,0,1.129,1-2 Years,2-Year,Bill Spiked (>5%)
8980-WQFWL,0,0,0,0,35,1,0,0,0,1,0,0,1,1,62.1,2096.1,0,0,0,0,0,0,1,0,0,2,1.037,2-4 Years,Month-to-Month,Stable Bill
1730-ZMAME,0,1,0,0,32,1,0,0,0,0,0,0,1,1,79.5,2665.0,0,1,0,0,0,0,1,0,0,1,0.955,2-4 Years,Month-to-Month,Stable Bill
6506-EYCNH,0,0,1,1,28,1,0,0,0,0,0,0,0,1,19.55,543.8,0,0,1,0,0,0,0,0,0,0,1.007,2-4 Years,Month-to-Month,Stable Bill
4634-JLRJT,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.35,20.35,0,0,1,0,0,0,0,1,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
9501-UKKNL,1,0,0,0,59,0,0,0,0,0,1,1,1,1,51.7,3005.8,0,0,0,0,0,0,1,0,0,3,1.015,4+ Years,Month-to-Month,Stable Bill
2560-QTSBS,0,0,1,1,72,1,1,0,0,0,0,0,0,1,23.3,1623.15,0,0,1,1,0,0,0,0,0,0,1.034,4+ Years,1-Year,Stable Bill
7541-YLXCL,1,0,0,0,36,1,0,0,1,0,1,0,1,1,65.4,2498.4,1,0,0,1,0,0,0,1,0,3,0.942,2-4 Years,1-Year,Stable Bill
4795-WRNVT,0,0,0,0,40,1,0,1,1,0,0,1,0,0,65.1,2586.0,0,0,0,0,0,0,0,1,0,3,1.007,2-4 Years,Month-to-Month,Stable Bill
6080-TCMYC,1,0,1,1,40,1,1,0,0,1,0,0,0,1,81.2,3292.3,0,1,0,0,0,0,1,0,0,1,0.987,2-4 Years,Month-to-Month,Stable Bill
0260-ZDLGK,0,0,0,1,9,1,0,0,0,1,1,1,1,1,72.9,651.4,1,0,0,0,0,0,0,1,1,4,1.007,0-1 Year,Month-to-Month,Stable Bill
7860-UXCRM,1,0,1,1,63,1,0,1,1,1,1,1,0,0,74.5,4674.55,0,0,0,0,1,1,0,0,0,5,1.004,4+ Years,2-Year,Stable Bill
6357-JJPQT,0,0,0,0,3,1,0,0,0,0,0,1,0,1,80.5,232.35,0,1,0,0,0,0,1,0,1,1,1.039,0-1 Year,Month-to-Month,Stable Bill
2292-XQWSV,1,0,1,1,40,0,0,0,1,1,1,1,1,0,60.3,2448.5,0,0,0,1,0,0,0,1,0,5,0.985,2-4 Years,1-Year,Stable Bill
9552-TGUZV,1,0,1,0,8,1,0,1,0,0,0,0,0,1,75.0,658.1,0,1,0,0,0,0,0,1,1,1,0.912,0-1 Year,Month-to-Month,Stable Bill
5913-INRQV,1,1,1,0,34,1,0,1,0,0,1,1,0,0,90.15,3128.8,0,1,0,1,0,0,0,1,0,3,0.98,2-4 Years,1-Year,Stable Bill
8722-NGNBH,1,0,0,0,5,0,0,1,0,1,1,0,0,0,40.0,223.45,1,0,0,0,0,0,0,1,1,3,0.895,0-1 Year,Month-to-Month,Stable Bill
6210-KBBPI,1,1,0,0,9,1,1,0,1,0,0,1,1,1,99.45,919.4,1,1,0,0,0,1,0,0,1,3,0.974,0-1 Year,Month-to-Month,Stable Bill
9643-YBLUR,1,0,1,0,9,1,1,0,1,1,0,0,1,1,69.05,653.95,0,0,0,0,0,1,0,0,1,3,0.95,0-1 Year,Month-to-Month,Stable Bill
8734-FNWVH,1,0,1,1,31,1,1,0,0,0,0,0,1,0,59.7,1825.5,0,0,0,0,0,0,0,0,0,1,1.014,2-4 Years,Month-to-Month,Stable Bill
9447-YPTBX,0,0,1,0,50,1,0,0,0,0,0,0,0,1,19.85,943.1,0,0,1,1,0,0,0,0,0,0,1.052,4+ Years,1-Year,Bill Spiked (>5%)
0133-BMFZO,0,0,0,0,2,1,0,1,1,0,1,0,0,1,86.25,181.65,1,1,0,0,0,0,1,0,1,3,0.95,0-1 Year,Month-to-Month,Stable Bill
6128-CZOMY,0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,0,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
9540-JYROE,1,0,0,0,8,1,0,0,0,0,0,0,0,1,70.1,551.35,1,1,0,0,0,0,0,1,1,0,1.017,0-1 Year,Month-to-Month,Stable Bill
9026-LHEVG,0,0,0,0,9,0,0,0,1,0,0,0,1,0,40.75,359.4,0,0,0,0,0,0,1,0,1,2,1.02,0-1 Year,Month-to-Month,Stable Bill
2260-USTRB,0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.2,115.95,1,1,0,0,0,0,0,0,1,0,1.211,0-1 Year,Month-to-Month,Bill Spiked (>5%)
3656-TKRVZ,0,0,0,0,3,1,0,1,1,0,0,0,0,0,55.35,165.2,1,0,0,0,0,0,1,0,1,2,1.005,0-1 Year,Month-to-Month,Stable Bill
7011-CVEUC,1,0,1,0,25,1,0,0,0,0,1,1,1,1,95.7,2338.35,0,1,0,0,0,1,0,0,0,3,1.023,2-4 Years,Month-to-Month,Stable Bill
6185-TASNN,1,1,0,0,1,1,0,0,0,0,0,0,0,0,46.3,46.3,0,0,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
7925-PNRGI,0,0,1,1,45,1,1,1,1,1,1,1,0,0,81.3,3541.1,0,0,0,0,0,0,0,1,0,5,1.033,2-4 Years,Month-to-Month,Stable Bill
8623-TMRBY,1,1,1,1,51,1,1,0,1,1,0,0,0,1,84.2,4146.05,1,1,0,0,0,0,1,0,0,2,1.036,4+ Years,Month-to-Month,Stable Bill
1552-CZCLL,0,0,1,1,55,1,0,0,0,0,0,0,0,0,20.0,1087.25,0,0,1,0,0,1,0,0,0,0,1.012,4+ Years,Month-to-Month,Stable Bill
3038-PQIUY,0,0,0,0,38,1,1,1,1,1,0,0,0,1,66.15,2522.4,0,0,0,0,0,0,0,0,0,3,0.997,2-4 Years,Month-to-Month,Stable Bill
1501-SGHBW,1,0,0,0,2,1,0,0,0,0,0,0,0,0,45.85,81.0,1,0,0,0,0,0,0,1,1,0,1.132,0-1 Year,Month-to-Month,Bill Spiked (>5%)
9313-CDOGY,1,0,1,1,38,1,0,0,0,0,0,0,0,0,19.6,717.3,0,0,1,0,0,0,1,0,0,0,1.038,2-4 Years,Month-to-Month,Stable Bill
8148-BPLZQ,1,0,0,0,34,1,0,0,1,0,0,0,0,1,49.8,1734.2,0,0,0,0,0,0,1,0,0,1,0.976,2-4 Years,Month-to-Month,Stable Bill
2623-DRYAM,0,0,1,0,70,1,1,0,0,1,0,1,1,1,101.75,7069.3,0,1,0,1,0,0,1,0,0,3,1.008,4+ Years,1-Year,Stable Bill
9987-LUTYD,0,0,0,0,13,1,0,1,0,0,1,0,0,0,55.15,742.9,0,0,0,1,0,0,0,1,0,2,0.965,1-2 Years,1-Year,Stable Bill
3208-YPIOE,1,0,0,0,39,1,1,0,0,0,0,0,0,0,75.25,3017.65,1,1,0,0,0,0,1,0,0,0,0.973,2-4 Years,Month-to-Month,Stable Bill
4488-KQFDT,0,0,0,0,61,1,1,0,1,1,0,1,1,1,103.95,6423.0,0,1,0,1,0,0,1,0,0,4,0.987,4+ Years,1-Year,Stable Bill
2612-RANWT,0,0,0,0,12,1,1,0,0,1,0,1,1,1,100.15,1164.3,1,1,0,0,0,0,0,0,1,3,1.032,0-1 Year,Month-to-Month,Stable Bill
5693-PIPCS,1,0,0,0,41,1,0,0,1,0,1,1,1,1,99.65,4220.35,0,1,0,0,1,1,0,0,0,4,0.968,2-4 Years,2-Year,Stable Bill
0491-KAPQG,1,0,0,0,21,1,1,0,0,0,0,0,0,1,73.7,1558.7,0,1,0,0,0,0,1,0,0,0,0.993,1-2 Years,Month-to-Month,Stable Bill
1925-LFCZZ,1,1,0,0,55,0,0,0,0,1,0,1,1,1,50.05,2743.45,0,0,0,1,0,0,0,0,0,3,1.003,4+ Years,1-Year,Stable Bill
8039-EQPIM,1,0,1,0,69,0,0,1,0,1,1,1,1,0,60.25,4055.5,0,0,0,0,1,0,0,0,0,5,1.025,4+ Years,2-Year,Stable Bill
6900-PXRMS,1,1,1,1,26,1,1,0,1,1,0,1,1,0,105.75,2710.25,1,1,0,0,0,0,1,0,0,4,1.014,2-4 Years,Month-to-Month,Stable Bill
8707-RMEZH,0,1,1,0,69,1,0,1,1,0,0,0,1,0,87.3,6055.55,0,1,0,1,0,1,0,0,0,3,0.995,4+ Years,1-Year,Stable Bill
3346-BRMIS,0,1,1,0,18,0,0,0,0,1,0,1,1,1,48.35,810.7,1,0,0,0,0,0,1,0,0,3,1.074,1-2 Years,Month-to-Month,Bill Spiked (>5%)
3209-ZPKFI,1,0,1,1,47,1,1,0,1,0,0,0,0,0,54.25,2538.2,0,0,0,0,0,0,1,0,0,1,1.005,2-4 Years,Month-to-Month,Stable Bill
6479-VDGRK,0,0,1,1,72,1,0,1,1,1,1,1,1,0,85.3,6129.2,0,0,0,0,1,0,0,0,0,6,1.002,4+ Years,2-Year,Stable Bill
9373-WSLOY,1,1,1,0,33,0,0,0,1,1,1,1,0,1,50.0,1750.85,0,0,0,0,0,0,1,0,0,4,0.942,2-4 Years,Month-to-Month,Stable Bill
2933-FILNV,0,0,1,1,2,0,0,0,0,0,0,0,0,1,24.4,36.55,1,0,0,0,0,0,0,1,1,0,1.335,0-1 Year,Month-to-Month,Bill Spiked (>5%)
3569-JFODW,0,0,1,1,72,1,1,1,1,1,1,1,1,0,90.95,6652.45,0,0,0,0,1,1,0,0,0,6,0.984,4+ Years,2-Year,Stable Bill
9819-FBNSV,1,1,1,0,37,1,0,0,0,0,0,0,0,1,72.25,2575.45,0,1,0,0,0,0,0,0,0,0,1.038,2-4 Years,Month-to-Month,Stable Bill
9544-PYPSJ,0,1,1,1,62,1,1,0,1,1,0,0,1,1,96.1,6019.35,0,1,0,0,0,1,0,0,0,3,0.99,4+ Years,Month-to-Month,Stable Bill
1591-XWLGB,0,0,1,0,71,1,0,0,0,0,0,0,0,0,19.85,1379.6,0,0,1,0,1,1,0,0,0,0,1.022,4+ Years,2-Year,Stable Bill
0396-UKGAI,1,0,0,1,23,1,0,0,1,0,1,0,0,1,55.3,1284.2,0,0,0,0,0,0,0,0,0,2,0.99,1-2 Years,Month-to-Month,Stable Bill
3243-ZHOHY,0,0,0,0,16,1,0,0,0,0,0,0,0,0,20.1,296.15,0,0,1,1,0,0,0,1,0,0,1.086,1-2 Years,1-Year,Bill Spiked (>5%)
5186-EJEGL,1,0,0,0,9,1,0,1,0,1,1,1,0,1,69.5,653.25,0,0,0,0,0,0,0,1,1,4,0.958,0-1 Year,Month-to-Month,Stable Bill
7527-QNRUS,1,0,1,1,17,1,1,0,0,0,0,0,0,1,25.15,412.6,0,0,1,0,1,0,0,1,0,0,1.036,1-2 Years,2-Year,Stable Bill
9986-BONCE,0,0,0,0,4,1,0,0,0,0,0,0,0,0,20.95,85.5,1,0,1,0,0,0,0,0,1,0,0.98,0-1 Year,Month-to-Month,Stable Bill
2722-JMONI,0,1,1,0,1,1,0,1,0,0,0,0,0,1,49.55,49.55,1,0,0,0,0,0,1,0,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
2203-GHNWN,0,0,1,0,24,1,1,0,0,1,0,0,0,1,79.65,1928.7,0,1,0,0,0,0,0,1,0,1,0.991,1-2 Years,Month-to-Month,Stable Bill
3878-AVSOQ,0,1,0,0,1,1,0,0,0,0,0,0,0,1,71.25,71.25,0,1,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
3258-SYSWS,1,1,0,0,72,1,1,1,1,1,1,1,1,0,113.8,7845.8,0,1,0,0,1,0,0,0,0,6,1.044,4+ Years,2-Year,Stable Bill
5296-PSYVW,0,0,1,0,72,1,1,0,0,0,0,0,0,0,24.55,1750.7,0,0,1,0,1,0,1,0,0,0,1.01,4+ Years,2-Year,Stable Bill
6319-QSUSR,0,0,0,1,11,1,0,0,0,0,0,0,0,0,19.7,216.2,0,0,1,0,0,1,0,0,1,0,1.002,0-1 Year,Month-to-Month,Stable Bill
4083-EUGRJ,1,0,0,0,9,1,0,0,0,0,0,0,0,0,20.25,178.5,1,0,1,0,0,0,0,1,1,0,1.021,0-1 Year,Month-to-Month,Stable Bill
7579-OOPEC,0,1,1,0,2,1,0,0,1,0,0,0,0,0,50.15,115.1,1,0,0,0,0,1,0,0,1,1,0.871,0-1 Year,Month-to-Month,Stable Bill
0512-FLFDW,0,1,1,0,60,1,1,0,0,1,0,1,1,1,100.5,6029.0,0,1,0,1,0,1,0,0,0,3,1.0,4+ Years,1-Year,Stable Bill
1771-OADNZ,1,1,1,0,29,1,1,0,1,1,0,0,1,1,95.9,2745.2,1,1,0,0,0,0,1,0,0,3,1.013,2-4 Years,Month-to-Month,Stable Bill
0487-CRLZF,0,0,0,0,49,1,0,0,0,1,1,1,1,1,74.45,3721.9,0,0,0,0,1,0,0,0,0,4,0.98,4+ Years,2-Year,Stable Bill
2107-FBPTK,0,1,0,0,30,1,1,0,1,1,0,1,1,1,104.1,3121.1,0,1,0,0,0,0,1,0,0,4,1.001,2-4 Years,Month-to-Month,Stable Bill
9451-WLYRI,0,0,1,0,53,1,0,0,0,0,0,0,0,0,19.05,990.45,0,0,1,1,0,1,0,0,0,0,1.019,4+ Years,1-Year,Stable Bill
8219-VYBVI,1,0,0,1,39,1,1,0,0,0,0,0,0,0,25.0,1004.35,0,0,1,0,1,0,0,1,0,0,0.971,2-4 Years,2-Year,Stable Bill
1991-VOPLL,0,0,0,0,9,1,0,0,0,0,0,0,0,0,19.05,157.65,0,0,1,0,0,0,0,1,1,0,1.088,0-1 Year,Month-to-Month,Bill Spiked (>5%)
9738-QLWTP,1,0,0,0,39,1,0,0,0,1,1,0,0,0,81.9,3219.75,0,1,0,1,0,0,1,0,0,2,0.992,2-4 Years,1-Year,Stable Bill
1016-DJTSV,1,1,0,0,8,1,0,0,0,0,0,0,0,1,69.7,572.85,0,1,0,0,0,0,1,0,1,0,0.973,0-1 Year,Month-to-Month,Stable Bill
9419-IPPBE,0,0,1,1,51,1,1,0,0,1,0,0,1,1,90.15,4554.85,0,1,0,1,0,0,1,0,0,2,1.009,4+ Years,1-Year,Stable Bill
0174-QRVVY,1,0,1,1,71,1,1,0,0,0,0,0,0,0,25.35,1847.55,0,0,1,0,1,1,0,0,0,0,0.974,4+ Years,2-Year,Stable Bill
5699-BNCAS,1,1,0,0,71,1,1,0,0,0,0,0,0,1,24.65,1766.75,0,0,1,0,1,0,0,1,0,0,0.991,4+ Years,2-Year,Stable Bill
2900-PHPLN,0,1,1,0,70,1,0,0,0,0,0,0,0,1,19.55,1462.05,0,0,1,0,1,1,0,0,0,0,0.936,4+ Years,2-Year,Stable Bill
0612-RTZZA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,1,0,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
8106-GWQOK,1,0,1,0,38,0,0,1,1,0,1,1,1,1,60.0,2193.2,0,0,0,0,1,0,0,0,0,5,1.04,2-4 Years,2-Year,Stable Bill
8751-EDEKA,0,0,1,0,28,1,0,0,1,1,0,0,1,0,89.9,2433.5,0,1,0,0,0,1,0,0,0,3,1.034,2-4 Years,Month-to-Month,Stable Bill
6878-GGDWG,0,0,1,0,32,1,0,0,0,0,0,0,0,0,19.4,641.15,0,0,1,0,0,0,0,0,0,0,0.968,2-4 Years,Month-to-Month,Stable Bill
4039-PIMHX,1,1,1,0,49,1,0,0,1,0,0,0,0,0,49.8,2398.4,0,0,0,0,1,0,0,1,0,1,1.017,4+ Years,2-Year,Stable Bill
8450-LUGUK,0,0,1,1,37,1,1,0,0,0,0,0,0,1,24.1,861.85,0,0,1,0,1,0,0,0,0,0,1.035,2-4 Years,2-Year,Stable Bill
3604-WLABM,0,0,0,0,10,1,0,0,0,1,1,0,0,0,54.25,583.0,0,0,0,0,0,0,1,0,1,2,0.931,0-1 Year,Month-to-Month,Stable Bill
0795-GMVQO,1,0,1,0,67,1,1,1,1,1,0,1,1,0,109.9,7332.4,0,1,0,1,0,1,0,0,0,5,1.004,4+ Years,1-Year,Stable Bill
2259-OUUSZ,1,0,0,0,7,0,0,0,0,1,1,0,0,1,35.5,249.55,0,0,0,1,0,1,0,0,1,2,0.996,0-1 Year,1-Year,Stable Bill
1142-IHLOO,0,0,0,0,51,1,0,0,0,0,0,1,1,0,87.55,4475.9,0,1,0,1,0,1,0,0,0,2,0.998,4+ Years,1-Year,Stable Bill
6410-LEFEN,0,0,0,0,9,1,0,0,0,0,0,0,0,0,45.15,416.45,1,0,0,0,0,0,1,0,1,0,0.976,0-1 Year,Month-to-Month,Stable Bill
4633-MKHYU,0,0,0,0,9,1,0,0,0,0,0,1,1,1,88.4,788.6,0,1,0,0,0,0,0,1,1,2,1.009,0-1 Year,Month-to-Month,Stable Bill
6257-RJOHI,1,0,0,0,4,1,0,0,0,0,1,0,0,1,50.8,202.3,0,0,0,0,0,0,0,1,1,1,1.004,0-1 Year,Month-to-Month,Stable Bill
1545-JFUML,1,0,1,0,71,1,1,1,1,1,0,1,0,1,99.0,6994.6,0,1,0,0,1,0,1,0,0,4,1.005,4+ Years,2-Year,Stable Bill
3194-ORPIK,0,0,1,1,50,1,1,0,0,0,0,1,0,1,84.4,4116.15,1,1,0,0,0,0,0,0,0,1,1.025,4+ Years,Month-to-Month,Stable Bill
7826-VVKWT,0,1,1,1,24,1,0,0,0,1,0,1,1,1,96.55,2263.45,0,1,0,0,1,0,1,0,0,3,1.024,1-2 Years,2-Year,Stable Bill
1353-GHZOS,1,0,1,0,22,1,0,1,0,0,0,1,0,1,59.75,1374.35,0,0,0,1,0,0,0,0,0,2,0.956,1-2 Years,1-Year,Stable Bill
2587-EKXTS,1,0,0,0,44,1,1,1,1,1,0,1,1,1,111.5,4915.15,0,1,0,0,0,0,1,0,0,5,0.998,2-4 Years,Month-to-Month,Stable Bill
5442-BXVND,0,0,1,1,33,1,1,0,0,0,0,0,0,0,24.25,838.5,0,0,1,0,0,0,0,0,0,0,0.954,2-4 Years,Month-to-Month,Stable Bill
8816-VXNZD,0,0,0,0,1,1,1,0,0,0,0,0,0,1,75.1,75.1,1,1,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
9378-FXTIZ,0,0,1,0,54,1,1,0,0,0,0,1,1,1,70.15,3715.65,1,0,0,1,0,1,0,0,0,2,1.019,4+ Years,1-Year,Stable Bill
1723-HKXJQ,1,0,0,0,42,1,1,0,1,0,0,1,1,1,101.75,4273.45,1,1,0,0,0,0,1,0,0,3,1.0,2-4 Years,Month-to-Month,Stable Bill
7825-GKXMW,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.8,45.8,1,0,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
9753-OYLBX,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5,20.5,0,0,1,0,0,0,0,1,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
2364-UFROM,1,0,0,0,30,1,0,1,1,0,1,1,0,0,70.4,2044.75,0,0,0,1,0,0,1,0,0,4,1.033,2-4 Years,1-Year,Stable Bill
6656-JWRQX,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30.55,30.55,0,0,0,0,0,0,0,1,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
6473-ULUHT,1,0,1,1,16,1,1,1,1,0,1,1,1,0,84.9,1398.25,0,0,0,0,0,0,1,0,0,5,0.972,1-2 Years,Month-to-Month,Stable Bill
1240-KNSEZ,1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.1,20.1,1,0,1,0,0,0,0,1,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
0836-SEYLU,1,0,1,0,9,0,0,0,0,0,1,1,0,0,40.65,328.95,1,0,0,0,0,0,0,1,1,2,1.112,0-1 Year,Month-to-Month,Bill Spiked (>5%)
4433-JCGCG,1,1,1,0,46,1,1,0,0,1,0,1,1,1,101.0,4680.05,1,1,0,0,0,0,1,0,0,3,0.993,2-4 Years,Month-to-Month,Stable Bill
3716-BDVDB,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.1,69.1,1,1,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
7688-AWMDX,1,0,1,0,71,1,0,1,0,0,1,0,0,0,54.5,3778.2,0,0,0,0,1,0,0,0,0,2,1.024,4+ Years,2-Year,Stable Bill
2842-BCQGE,1,0,0,0,43,1,1,0,0,0,0,0,0,1,75.35,3161.4,0,1,0,0,0,1,0,0,0,0,1.025,2-4 Years,Month-to-Month,Stable Bill
7244-QWYHG,1,0,1,0,50,0,0,1,0,0,1,1,0,1,44.45,2188.45,0,0,0,1,0,0,0,0,0,3,1.016,4+ Years,1-Year,Stable Bill
5899-MQZZL,0,0,0,0,13,1,1,0,0,0,0,0,0,1,75.0,999.45,1,1,0,0,0,0,0,1,0,0,0.976,1-2 Years,Month-to-Month,Stable Bill
6849-OYAMU,1,0,1,1,19,1,0,0,1,0,1,1,1,0,100.0,1888.65,1,1,0,1,0,0,0,0,0,4,1.006,1-2 Years,1-Year,Stable Bill
5312-UXESG,0,0,0,0,41,1,1,0,0,1,0,1,1,0,98.05,3990.6,0,1,0,0,0,0,0,0,0,3,1.007,2-4 Years,Month-to-Month,Stable Bill
9488-HGMJH,0,1,0,0,1,1,0,0,0,0,0,0,0,1,71.15,71.15,1,1,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
6038-GCYEC,0,0,0,0,24,0,0,0,1,1,0,1,1,1,54.15,1240.25,1,0,0,0,0,1,0,0,0,4,1.048,1-2 Years,Month-to-Month,Stable Bill
2150-WLKUW,0,0,1,0,40,1,1,0,1,0,0,1,0,0,63.9,2635.0,0,0,0,1,0,0,0,0,0,2,0.97,2-4 Years,1-Year,Stable Bill
